Date,Days,Predicted_Close
2027-01-01,2083,270.605522461359
2027-02-01,2114,272.75851952660537
2027-03-01,2142,274.7031620371505
2027-04-01,2173,276.8561591023969
2027-05-01,2203,278.9397046494096
2027-06-01,2234,281.09270171465596
2027-07-01,2264,283.1762472616686
2027-08-01,2295,285.32924432691505
2027-09-01,2326,287.4822413921614
2027-10-01,2356,289.5657869391741
2027-11-01,2387,291.7187840044205
2027-12-01,2417,293.8023295514331
